"tract","Name","Teenage_Birth_Rate_women_only_rB_gF_p25"
36081032800,"Queens County, NY",0.1659
36081046000,"Queens County, NY",0.1659
36081144700,"Queens County, NY",0.1655
36005026900,"Bronx County, NY",0.1651
36005037600,"Bronx County, NY",0.1645
36047085800,"Kings County, NY",0.1644
36081064600,"Queens County, NY",0.164
36047097000,"Kings County, NY",0.1633
36081066000,"Queens County, NY",0.1624
34023000603,"Piscataway Township, NJ",0.1621
36047013100,"Kings County, NY",0.1615
36059412900,"Baldwin, NY",0.1611
36059414502,"Freeport, NY",0.16
36047083600,"Kings County, NY",0.16
36081047800,"Queens County, NY",0.16
34039038500,"Scotch Plains, NJ",0.1588
34039034900,"Linden, NJ",0.1587
36081079200,"Queens County, NY",0.1586
36081085500,"Queens County, NY",0.158
36047076200,"Kings County, NY",0.1569
36047101200,"Kings County, NY",0.1562
36081011000,"Queens County, NY",0.1547
36047094600,"Kings County, NY",0.1545
34013016000,"Glen Ridge, NJ",0.1536
36047101800,"Kings County, NY",0.1515
34031181900,"Paterson, NJ",0.1514
36047093400,"Kings County, NY",0.1511
34039038000,"Summit, NJ",0.1499
36081010000,"Queens County, NY",0.1492
36081083800,"Queens County, NY",0.1491
36061002800,"Alphabet City, New York, NY",0.1489
36005021800,"Bronx County, NY",0.1488
34031183102,"Paterson, NJ",0.1486
36081051000,"Queens County, NY",0.1483
36081122701,"Queens County, NY",0.1476
34023001505,"Edison, NJ",0.1446
36081062600,"Queens County, NY",0.144
34003030400,"Lodi, NJ",0.1435
36005043400,"Bronx County, NY",0.1427
36047099400,"Kings County, NY",0.1426
36081044601,"Queens County, NY",0.1418
36081086300,"Queens County, NY",0.1411
36005011700,"Bronx County, NY",0.1408
36047078400,"Kings County, NY",0.1399
36005021900,"Bronx County, NY",0.1391
36081046200,"Queens County, NY",0.1391
36081061000,"Queens County, NY",0.1384
36081061800,"Queens County, NY",0.1366
34013015500,"Bloomfield, NJ",0.1365
36119006300,"New Rochelle, NY",0.1355
36081016400,"Queens County, NY",0.1354
36081053601,"Queens County, NY",0.1349
36081017200,"Queens County, NY",0.1323
36081061200,"Queens County, NY",0.1317
34013017302,"West Orange, NJ",0.1309
36081015600,"Queens County, NY",0.129
36047013300,"Kings County, NY",0.1258
36061023900,"Upper Manhattan, New York, NY",0.1249
36081047200,"Queens County, NY",0.1226
36061017300,"Upper West Side, New York, NY",0.1225
34023008900,"Edison, NJ",0.1222
36047067800,"Kings County, NY",0.1197
36081055200,"Queens County, NY",0.1194
36081116300,"Queens County, NY",0.1191
36081084000,"Queens County, NY",0.1157
34039033000,"Union, NJ",0.1143
34013015300,"Bloomfield, NJ",0.1134
36081051800,"Queens County, NY",0.112
36061018500,"Upper West Side, New York, NY",0.1108
34003004002,"Bogota, NJ",0.1108
36059407402,"Uniondale, NY",0.1089
36061029500,"Inwood, New York, NY",0.1084
36081043200,"Queens County, NY",0.1066
36081059800,"Queens County, NY",0.1045
36047048400,"Kings County, NY",0.1023
36081049600,"Queens County, NY",0.1007
36047073000,"Kings County, NY",0.1002
36061025500,"Upper Manhattan, New York, NY",0.1
36047016400,"Kings County, NY",0.099
36059303201,"Garden City Park, NY",0.0978
36047018700,"Kings County, NY",0.0971
36081010500,"Queens County, NY",0.0953
34023001410,"Edison, NJ",0.0912
34017007500,"Downtown Jersey City, Jersey City, NJ",0.09
36081015802,"Queens County, NY",0.0885
34003023601,"Hackensack, NJ",0.0884
36005037000,"Bronx County, NY",0.0877
36047003100,"Kings County, NY",0.0862
36005033201,"Bronx County, NY",0.0838
36059518900,"Hicksville, Hicksville, NY",0.0828
36081080900,"Queens County, NY",0.0823
36061018100,"Upper West Side, New York, NY",0.0818
36047050000,"Kings County, NY",0.079
36081015000,"Queens County, NY",0.0782
36081059000,"Queens County, NY",0.0658
36081134700,"Queens County, NY",0.0578
36081056600,"Queens County, NY",0.0541
34003023301,"Hackensack, NJ",0.053
34023002703,"Avenel, Woodbridge Township, NJ",0.0527
36059410500,"Valley Stream, NY",0.0476
36005040302,"Bronx County, NY",0.0448
34023001804,"Edison, NJ",0.0388
34039038700,"Fanwood, NJ",0.0378
36059412800,"South Hempstead, NY",0.0372
34023000801,"South Plainfield, NJ",0.0311
36081009800,"Queens County, NY",0.0308
34013017400,"West Orange, NJ",0.0268
36081077904,"Queens County, NY",0.023
36081010200,"Queens County, NY",0.008
34023002604,"Iselin, Woodbridge Township, NJ",0
36047069200,"Kings County, NY",0
34031264102,"Woodland Park, NJ",0
34039032901,"Union, NJ",0
36047048800,"Kings County, NY",0
36081162100,"Queens County, NY",
36047045600,"Kings County, NY",
36119005300,"Pelham, Village of Pelham, NY",
36047004700,"Kings County, NY",
36085027705,"Richmond County, NY",
36047028800,"Kings County, NY",
36061003002,"Alphabet City, New York, NY",
36047024600,"Kings County, NY",
34017013300,"Kearny, NJ",
34023001701,"Edison, NJ",
36081146700,"Queens County, NY",
36005022000,"Bronx County, NY",
36081017900,"Queens County, NY",
36081051300,"Queens County, NY",
36047044600,"Kings County, NY",
36081054700,"Queens County, NY",
36047030200,"Kings County, NY",
34003057102,"Wallington, NJ",
36081119100,"Queens County, NY",
36059411600,"Lawrence, NY",
36047042600,"Kings County, NY",
36047028400,"Kings County, NY",
34017017200,"Union City, NJ",
36081075701,"Queens County, NY",
36081070300,"Queens County, NY",
36059410100,"Malverne, NY",
34023003401,"Sewaren, Woodbridge Township, NJ",
34017018800,"Hoboken, NJ",
36059412301,"Rockville Centre, NY",
34013020600,"Livingston, NJ",
36047069602,"Kings County, NY",
36081018102,"Queens County, NY",
36047069601,"Kings County, NY",
36085014700,"Richmond County, NY",
36047047000,"Kings County, NY",
36047047800,"Kings County, NY",
34017018100,"Weehawken, NJ",
36005028500,"Bronx County, NY",
36047055000,"Kings County, NY",
36047058600,"Kings County, NY",
36047006700,"Kings County, NY",
34027041705,"Parsippany, Parsippany-Troy Hills, NJ",
36061003602,"Bowery, New York, NY",
36047041401,"Kings County, NY",
36047004500,"Kings County, NY",
36061008700,"Midtown, New York, NY",
36059408900,"Levittown, NY",
36059300900,"Manhasset, NY",
36085012804,"Richmond County, NY",
36047005400,"Kings County, NY",
34017015700,"West New York, NJ",
36047002200,"Kings County, NY",
36061019701,"Upper Manhattan, New York, NY",
36081056700,"Queens County, NY",
36047011800,"Kings County, NY",
36061007700,"Lower Manhattan, New York, NY",
36119005800,"New Rochelle, NY",
36081099705,"Queens County, NY",
36047011400,"Kings County, NY",
36081085700,"Queens County, NY",
36061008100,"Midtown, New York, NY",
36047004100,"Kings County, NY",
34027043900,"Chatham Township, NJ",
36085018901,"Richmond County, NY",
36081114100,"Queens County, NY",
36005032300,"Bronx County, NY",
34035051700,"North Plainfield, NJ",
36061001200,"Lower Manhattan, New York, NY",
34027042500,"Florham Park, NJ",
36081097300,"Queens County, NY",
34013021702,"Caldwell, NJ",
36059414600,"North Merrick, NY",
34013007400,"Newark, NJ",
34003051400,"Rutherford, NJ",
34003057200,"Wallington, NJ",
34013021400,"Cedar Grove, NJ",
34039038201,"Berkeley Heights, NJ",
36047003800,"Kings County, NY",
36061010000,"Midtown East, New York, NY",
36119001402,"Lincoln Park, Yonkers, NY",
36081011800,"Queens County, NY",
36047057100,"Kings County, NY",
36081027300,"Queens County, NY",
36047066600,"New York, NY",
36059416401,"Long Beach, NY",
36059407600,"Westbury, NY",
36047064800,"Kings County, NY",
36061005400,"Midtown, New York, NY",
36085029103,"Richmond County, NY",
36061014602,"Upper East Side, New York, NY",
34017001202,"Journal Square, Jersey City, NJ",
34027040900,"Boonton, NJ",
36047052800,"Kings County, NY",
36085017011,"Richmond County, NY",
36005024400,"Bronx County, NY",
36081069702,"Queens County, NY",
36081124700,"Queens County, NY",
36047068800,"Kings County, NY",
36081085900,"Queens County, NY",
34039036400,"Westfield, NJ",
36047040000,"Kings County, NY",
36047044500,"Kings County, NY",
34017000300,"The Heights, Jersey City, NJ",
36085011402,"Richmond County, NY",
36081003100,"Queens County, NY",
34003003402,"Bergenfield, NJ",
36059411400,"Woodmere, NY",
36081161700,"Queens County, NY",
34017011200,"Constable Hook, Bayonne, NJ",
36081025900,"Queens County, NY",
36047013000,"Kings County, NY",
34023009200,"Sayreville, NJ",
34023002302,"Colonia, Woodbridge Township, NJ",
36047060000,"Kings County, NY",
36081048100,"Queens County, NY",
34003019104,"Fort Lee, NJ",
36081094700,"Queens County, NY",
36061005700,"Lower Manhattan, New York, NY",
36059518600,"Jericho, NY",
34003018200,"Fairview, NJ",
36081029700,"Queens County, NY",
34023005100,"New Brunswick, NJ",
36061002602,"Alphabet City, New York, NY",
36081023000,"Queens County, NY",
36047009400,"Kings County, NY",
36047117800,"Kings County, NY",
36047012200,"Kings County, NY",
36047054700,"Kings County, NY",
36081045600,"Queens County, NY",
36059517902,"Bayville, NY",
36081074900,"Queens County, NY",
36081001400,"Queens County, NY",
36081014000,"Queens County, NY",
36081042700,"Queens County, NY",
36047066200,"Kings County, NY",
34039034800,"Linden, NJ",
36047003400,"Kings County, NY",
34017018302,"Hoboken, NJ",
36059413400,"Oceanside, NY",
36047064600,"Kings County, NY",
36081013200,"Queens County, NY",
36047007800,"Kings County, NY",
36047029400,"Kings County, NY",
36081028500,"Queens County, NY",
34003012002,"East Rutherford, NJ",
34017012400,"Kearny, NJ",
34003004001,"Bogota, NJ",
36061010601,"Midtown, New York, NY",
36081077903,"Queens County, NY",
34031182000,"Paterson, NJ",
36059300500,"Great Neck, NY",
36061020701,"Upper Manhattan, New York, NY",
36081007100,"Queens County, NY",
36081021900,"Queens County, NY",
36081064102,"Queens County, NY",
36081043900,"Queens County, NY",
36059406002,"West Hempstead, NY",
36081048300,"Queens County, NY",
36047045300,"Kings County, NY",
36061009500,"Midtown, New York, NY",
36047043600,"Kings County, NY",
36081013500,"Queens County, NY",
34023001414,"Edison, NJ",
34027042200,"Cedar Knolls, Hanover, NJ",
36061004000,"Lower Manhattan, New York, NY",
36085027302,"Richmond County, NY",
36081001000,"Queens County, NY",
36047006200,"Kings County, NY",
34023004700,"Perth Amboy, NJ",
36061018300,"Upper West Side, New York, NY",
36061000700,"Lower Manhattan, New York, NY",
36059415600,"Wantagh, NY",
34003051300,"Rutherford, NJ",
36081005200,"Queens County, NY",
36081066100,"Queens County, NY",
36059406100,"West Hempstead, NY",
36047048500,"Kings County, NY",
34017000400,"The Heights, Jersey City, NJ",
36047031400,"Kings County, NY",
36081005700,"Queens County, NY",
36047023400,"Kings County, NY",
36081064500,"Queens County, NY",
34017007200,"Downtown Jersey City, Hoboken, NJ",
36081059300,"Queens County, NY",
34013013900,"Nutley, NJ",
36081108500,"Queens County, NY",
34027040805,"Towaco, Montville, NJ",
36081029100,"Queens County, NY",
36081056500,"Queens County, NY",
34017018701,"Hoboken, NJ",
36047012902,"Kings County, NY",
36047057600,"Kings County, NY",
36059302300,"Albertson, NY",
36081086900,"Queens County, NY",
36059302000,"Roslyn, NY",
34031154002,"Little Falls, NJ",
36081028900,"Queens County, NY",
34039031904,"Elizabeth, NJ",
36047007500,"Kings County, NY",
36059408100,"East Meadow, NY",
34003005000,"Carlstadt, NJ",
34017980100,"Ellis Island, Jersey City, NJ",
34017017400,"Union City, NJ",
34027041000,"Boonton, NJ",
36061015601,"Upper East Side, New York, NY",
36085002001,"Richmond County, NY",
36047030400,"Kings County, NY",
36047005000,"Kings County, NY",
36047059401,"Kings County, NY",
34017010900,"Constable Hook, Bayonne, NJ",
34003019103,"Fort Lee, NJ",
36081157902,"Queens County, NY",
36081017100,"Queens County, NY",
36047059402,"Kings County, NY",
36081055400,"Queens County, NY",
36005050400,"Bronx County, NY",
36081023500,"Queens County, NY",
36061013900,"Hell's Kitchen, New York, NY",
34017001100,"The Heights, Jersey City, NJ",
34003042500,"Paramus, NJ",
36081093402,"Queens County, NY",
36047045800,"Kings County, NY",
34023002402,"Colonia, Woodbridge Township, NJ",
36047010600,"Kings County, NY",
36081001600,"Queens County, NY",
36059416702,"Long Beach, NY",
34003019203,"Fort Lee, NJ",
36061013200,"Upper East Side, New York, NY",
36047062600,"Kings County, NY",
36005043500,"Bronx County, NY",
36081001900,"Queens County, NY",
36085014604,"Richmond County, NY",
36081053900,"Queens County, NY",
34023002200,"Metuchen, NJ",
36047016500,"Kings County, NY",
36081049500,"Queens County, NY",
36047015500,"Kings County, NY",
36059415202,"Merrick, NY",
36085002700,"Richmond County, NY",
36005004001,"Bronx County, NY",
36005022200,"Bronx County, NY",
36047047700,"Kings County, NY",
36081155102,"Queens County, NY",
34039036700,"Westfield, NJ",
36081016900,"Queens County, NY",
36059303400,"East Williston, NY",
36061008200,"Midtown, New York, NY",
36081058500,"Queens County, NY",
34003033200,"Maywood, NJ",
36059405800,"Garden City, NY",
36047000100,"Kings County, NY",
34003031100,"Lyndhurst, NJ",
34017013600,"Harrison, NJ",
34039035000,"Linden, NJ",
36081009500,"Queens County, NY",
34003030300,"Lodi, NJ",
36061008900,"Midtown, New York, NY",
36061028100,"Fort George, New York, NY",
36047051900,"Kings County, NY",
36085003600,"Richmond County, NY",
36059303202,"Garden City Park, NY",
36047021400,"Kings County, NY",
36081093401,"Queens County, NY",
36059412700,"Rockville Centre, NY",
36047055300,"Kings County, NY",
36081002400,"Queens County, NY",
36081098700,"Queens County, NY",
36081157102,"Queens County, NY",
36047076800,"Kings County, NY",
36059517705,"Glen Head, NY",
34017015202,"West New York, NJ",
36081047600,"Queens County, NY",
36005008900,"Bronx County, NY",
36085002002,"Richmond County, NY",
36059411700,"Hewlett, NY",
36081068700,"Queens County, NY",
36081012800,"Queens County, NY",
36059404700,"New Hyde Park, NY",
34017016200,"Union City, NJ",
36047014900,"Kings County, NY",
36059408200,"East Meadow, NY",
36047022400,"Kings County, NY",
34003019303,"Palisades Park, NJ",
36047035601,"Kings County, NY",
36081142900,"Queens County, NY",
36059415700,"Wantagh, NY",
36081018700,"Queens County, NY",
36047023200,"Kings County, NY",
36047051500,"Kings County, NY",
36059411901,"Lynbrook, NY",
34017014700,"North Bergen, NJ",
36081024700,"Queens County, NY",
36081026500,"Queens County, NY",
36081005000,"Queens County, NY",
36005031900,"Bronx County, NY",
36047025000,"Kings County, NY",
36119002404,"Southeast Yonkers, Yonkers, NY",
36047033600,"Kings County, NY",
36047043100,"Kings County, NY",
36047003900,"Kings County, NY",
36061024000,"Randalls Island, New York, NY",
36059412200,"East Rockaway, NY",
36081005300,"Queens County, NY",
34003046100,"Ridgefield Park, NJ",
36081012200,"Queens County, NY",
36047022800,"Kings County, NY",
36081069300,"Queens County, NY",
34017032400,"West New York, NJ",
36047025200,"Kings County, NY",
36061006900,"Lower Manhattan, New York, NY",
34003019202,"Fort Lee, NJ",
34013980100,"Newark, NJ",
36059301600,"Manhasset, NY",
36081088400,"Queens County, NY",
36047021800,"Kings County, NY",
36047039400,"Kings County, NY",
36081121500,"Queens County, NY",
36081157901,"Queens County, NY",
34013021802,"West Caldwell, NJ",
36081003800,"Queens County, NY",
36081080301,"Queens County, NY",
34027041704,"Parsippany, Parsippany-Troy Hills, NJ",
34039030701,"Elizabeth, NJ",
36059518700,"Syosset, NY",
36081026700,"Queens County, NY",
34027040804,"Montville, NJ",
34013016300,"Upper Montclair, Montclair, NJ",
36047011200,"Kings County, NY",
36059416201,"Island Park, NY",
36081030903,"Queens County, NY",
34023004100,"Perth Amboy, NJ",
36059404300,"Bellerose Terrace, Floral Park, NY",
36059415102,"Merrick, NY",
36081069500,"Queens County, NY",
34027042900,"Madison, NJ",
36081042600,"Queens County, NY",
34017006400,"Downtown Jersey City, Jersey City, NJ",
36081010701,"Queens County, NY",
34013019900,"Maplewood, NJ",
34003013002,"Edgewater, NJ",
36061015900,"Lincoln Square, New York, NY",
36059518300,"Syosset, NY",
36085017700,"Richmond County, NY",
36059300100,"Kings Point, NY",
34017013700,"East Newark, NJ",
34017017500,"Union City, NJ",
36047014800,"Kings County, NY",
36047042200,"Kings County, NY",
36047017800,"Kings County, NY",
34031124602,"Clifton, NJ",
36005045102,"Bronx County, NY",
36059415000,"Merrick, NY",
36081137700,"Queens County, NY",
36081148300,"Queens County, NY",
36061014601,"Upper East Side, New York, NY",
36061011700,"Hell's Kitchen, New York, NY",
36085025100,"Richmond County, NY",
36081053500,"Queens County, NY",
34017018301,"Hoboken, NJ",
36061011100,"Midtown, New York, NY",
36061005502,"Lower Manhattan, New York, NY",
36047025700,"Kings County, NY",
36081119300,"Queens County, NY",
36081129104,"Queens County, NY",
34023006403,"East Brunswick, NJ",
34017014102,"North Bergen, NJ",
34013000500,"Upper Roseville, Newark, NJ",
36061014200,"Upper East Side, New York, NY",
36119005500,"Pelham, Pelham Manor, NY",
36047039200,"Kings County, NY",
34035052300,"Watchung, NJ",
36059408600,"Levittown, NY",
36085000300,"Richmond County, NY",
36081011300,"Queens County, NY",
34017017900,"Weehawken, NJ",
36047026000,"Kings County, NY",
36047044100,"Kings County, NY",
36081152901,"Queens County, NY",
36005003700,"Bronx County, NY",
36061015002,"Upper East Side, New York, NY",
34017016400,"Union City, NJ",
34023002605,"Colonia, Woodbridge Township, NJ",
36059411302,"Woodmere Park, Woodmere, NY",
36047016000,"Kings County, NY",
36047003600,"Kings County, NY",
36059416801,"Long Beach, NY",
36059405301,"Franklin Square, NY",
36047011900,"Kings County, NY",
36061013600,"Upper East Side, New York, NY",
36085029102,"Richmond County, NY",
36085014606,"Richmond County, NY",
36005013800,"Bronx County, NY",
36059517802,"Locust Valley, NY",
36081000600,"Queens County, NY",
36081071306,"Queens County, NY",
36059301400,"Port Washington, NY",
36047014700,"Kings County, NY",
34017014900,"North Bergen, NJ",
36005025000,"Bronx County, NY",
36059302102,"Roslyn Heights, NY",
36047053800,"Kings County, NY",
36059301900,"Manhasset, NY",
36059405900,"West Hempstead, NY",
36047044300,"Kings County, NY",
34039038602,"Scotch Plains, NJ",
36119001403,"Lincoln Park, Yonkers, NY",
36005018400,"Bronx County, NY",
36047008400,"Kings County, NY",
36081012500,"Queens County, NY",
34027041300,"Denville, NJ",
36059300800,"Great Neck, NY",
36081070900,"Queens County, NY",
34013016200,"Upper Montclair, Montclair, NJ",
36081079900,"Queens County, NY",
36005027402,"Bronx County, NY",
34003033100,"Maywood, NJ",
36061004900,"Lower Manhattan, New York, NY",
36081020500,"Queens County, NY",
36085000800,"Richmond County, NY",
36047055700,"Kings County, NY",
36061001001,"Lower Manhattan, New York, NY",
34017006600,"Jersey City, NJ",
34017018702,"Hoboken, NJ",
36047004300,"Kings County, NY",
36081145900,"Queens County, NY",
36081038301,"Queens County, NY",
34013021300,"Cedar Grove, NJ",
34017015801,"West New York, NJ",
36061014300,"Central Park, New York, NY",
34003031300,"Lyndhurst, NJ",
36047070202,"Kings County, NY",
34017013100,"Kearny, NJ",
36081014300,"Queens County, NY",
36047053200,"Kings County, NY",
34013016100,"Upper Montclair, Montclair, NJ",
34023004200,"Perth Amboy, NJ",
36061015802,"East Harlem, New York, NY",
36081071303,"Queens County, NY",
36047020800,"Kings County, NY",
36005029301,"Bronx County, NY",
36081047900,"Queens County, NY",
36085009602,"Richmond County, NY",
34003012001,"East Rutherford, NJ",
36081077500,"Queens County, NY",
36047061003,"Kings County, NY",
36047027200,"Kings County, NY",
36081005500,"Queens County, NY",
36047046400,"Kings County, NY",
36047005601,"Kings County, NY",
36061027100,"Fort George, New York, NY",
36059300300,"Great Neck, NY",
36047056400,"Kings County, NY",
36081070700,"Queens County, NY",
36047018600,"Kings County, NY",
36047047200,"Kings County, NY",
36047076000,"Kings County, NY",
36047012801,"Kings County, NY",
36047003700,"Kings County, NY",
36061009800,"Midtown, New York, NY",
36047043000,"Kings County, NY",
34013021601,"Fairfield, NJ",
36047009600,"Kings County, NY",
36047000502,"Kings County, NY",
36081120700,"Queens County, NY",
36059304001,"Westbury, NY",
36047096000,"Kings County, NY",
36081012000,"Queens County, NY",
36081155101,"Little Neck, Floral Park, NY",
36081150701,"Queens County, NY",
36081053100,"Queens County, NY",
34017016800,"Union City, NJ",
36081003900,"Queens County, NY",
36061016002,"East Harlem, New York, NY",
36047051100,"Kings County, NY",
36047035000,"Kings County, NY",
34013014100,"Belleville, NJ",
36005020601,"Bronx County, NY",
34003019304,"Fort Lee, NJ",
36059411800,"Lynbrook, NY",
36005011000,"Bronx County, NY",
36059301300,"Port Washington, NY",
36005028600,"Bronx County, NY",
34023007600,"South Amboy, NJ",
36059407700,"Westbury, NY",
36047010800,"Kings County, NY",
36081120100,"Queens County, NY",
36081072100,"Queens County, NY",
34023001300,"Highland Park, NJ",
36081007500,"Queens County, NY",
36081067700,"Queens County, NY",
36061004500,"Lower Manhattan, New York, NY",
36047044700,"Kings County, NY",
36081118100,"Queens County, NY",
36081073700,"Queens County, NY",
36081147100,"Queens County, NY",
36061004700,"Lower Manhattan, New York, NY",
36047045000,"Kings County, NY",
34039037300,"Cranford, NJ",
36081009100,"Queens County, NY",
36059410000,"Valley Stream, NY",
36085018902,"Richmond County, NY",
36081046500,"Queens County, NY",
36047017100,"Kings County, NY",
36081004401,"Queens County, NY",
34017016900,"Union City, NJ",
34031246300,"Wayne, NJ",
34003025200,"Hasbrouck Heights, NJ",
34017006900,"West Side, Jersey City, NJ",
34027041702,"Lake Hiawatha, Parsippany-Troy Hills, NJ",
34027042800,"Chatham, NJ",
34017010300,"Bayonne, NJ",
36081000200,"Queens County, NY",
34017020000,"Secaucus, NJ",
36047037401,"Kings County, NY",
36047018800,"Kings County, NY",
36061010300,"Midtown, New York, NY",
36061006700,"Lower Manhattan, New York, NY",
34027044200,"Morristown, NJ",
36081003300,"Queens County, NY",
34017018400,"Hoboken, NJ",
36085019800,"Richmond County, NY",
36047042300,"Kings County, NY",
36081011700,"Queens County, NY",
36061012900,"Hell's Kitchen, New York, NY",
36047012000,"Kings County, NY",
36047035602,"Kings County, NY",
34003028002,"Leonia, NJ",
36061011000,"Lenox Hill, New York, NY",
36081006201,"Queens County, NY",
36061004300,"Lower Manhattan, New York, NY",
36081113300,"Queens County, NY",
36047000700,"Kings County, NY",
36081047100,"Queens County, NY",
36059518501,"Jericho, NY",
36061006500,"Lower Manhattan, New York, NY",
34039036301,"Clark, NJ",
34003019204,"Fort Lee, NJ",
34013013600,"Nutley, NJ",
36081092900,"Queens County, NY",
36005025200,"Bronx County, NY",
36047021600,"Kings County, NY",
36085015100,"Richmond County, NY",
36059416402,"Long Beach, NY",
36059411500,"Hewlett, NY",
36005031000,"Bronx County, NY",
36059303500,"Mineola, NY",
36061000500,"Governors Island, New York, NY",
36085019700,"Richmond County, NY",
36059518502,"Jericho, NY",
36081026300,"Queens County, NY",
36059302900,"North New Hyde Park, NY",
36047048600,"Kings County, NY",
34003021600,"Garfield, NJ",
36119005400,"Pelham, Village of Pelham, NY",
36085013203,"Richmond County, NY",
36005033500,"Bronx County, NY",
34003052100,"Saddle Brook, NJ",
36005028800,"Bronx County, NY",
36085018100,"Richmond County, NY",
36047065400,"Kings County, NY",
34017015100,"Guttenberg, NJ",
36047070600,"Kings County, NY",
36081043701,"Queens County, NY",
36081056200,"Queens County, NY",
36047020200,"Kings County, NY",
36047005602,"Kings County, NY",
36061016001,"Upper East Side, New York, NY",
36005009600,"Bronx County, NY",
34013007600,"North Ironbound, Newark, NJ",
36047042800,"Kings County, NY",
34003025100,"Hasbrouck Heights, NJ",
34017014200,"North Bergen, NJ",
36061014801,"Upper East Side, New York, NY",
36081040300,"Queens County, NY",
36061010400,"Midtown, New York, NY",
34017000500,"The Heights, Jersey City, NJ",
36047044800,"Kings County, NY",
36059301700,"Manhasset, NY",
34017016600,"Union City, NJ",
36047035200,"Kings County, NY",
36061009900,"Midtown, New York, NY",
36081075702,"Queens County, NY",
36047028501,"Kings County, NY",
34003057101,"Wallington, NJ",
36059518100,"East Norwich, NY",
36085027704,"Richmond County, NY",
34003002100,"Alpine, NJ",
36061005501,"Lower Manhattan, New York, NY",
36059303000,"New Hyde Park, NY",
36081045000,"Queens County, NY",
36047023600,"Kings County, NY",
36047047400,"Kings County, NY",
34039037400,"Cranford, NJ",
36061006000,"Midtown, New York, NY",
34013015000,"Bloomfield, NJ",
36081050500,"Queens County, NY",
36081115900,"Queens County, NY",
36061014000,"Upper East Side, New York, NY",
36081046700,"Queens County, NY",
36081105900,"Queens County, NY",
36081120300,"Queens County, NY",
36047030000,"Kings County, NY",
36047011700,"Kings County, NY",
36081058900,"Queens County, NY",
36005001900,"Bronx County, NY",
36061013100,"Midtown, New York, NY",
34017010600,"Constable Hook, Bayonne, NJ",
36047059100,"Kings County, NY",
36061005600,"Midtown, New York, NY",
34027043100,"Madison, NJ",
34017015500,"West New York, NJ",
34039038102,"New Providence, NJ",
36059416202,"Island Park, NY",
36081141700,"Queens County, NY",
36081091800,"Queens County, NY",
36059406300,"Garden City, NY",
36081063302,"Queens County, NY",
36081055100,"Queens County, NY",
34027041802,"Parsippany, Parsippany-Troy Hills, NJ",
36047015000,"Kings County, NY",
36081041500,"Queens County, NY",
36081004002,"Queens County, NY",
36081077907,"Queens County, NY",
36061014401,"Upper East Side, New York, NY",
34017010100,"Bayonne, NJ",
36081099900,"Queens County, NY",
36047046202,"Kings County, NY",
36047035400,"Kings County, NY",
36047057300,"Kings County, NY",
36061017100,"Upper West Side, New York, NY",
36081004500,"Queens County, NY",
36081092800,"Queens County, NY",
34003021200,"Garfield, NJ",
34017018600,"Hoboken, NJ",
34039032002,"Elizabeth, NJ",
36047024200,"Kings County, NY",
36085029104,"Richmond County, NY",
34017012800,"Kearny, NJ",
36081012400,"Queens County, NY",
34039037700,"Summit, NJ",
36047018200,"Kings County, NY",
36119001504,"Southeast Yonkers, Yonkers, NY",
34027041100,"Boonton, NJ",
36047019600,"Kings County, NY",
36059519300,"Hicksville, Hicksville, NY",
34031223801,"Totowa, NJ",
34003003200,"Bergenfield, NJ",
36047037402,"Kings County, NY",
36081011900,"Queens County, NY",
34003048100,"River Edge, NJ",
36047036600,"Kings County, NY",
34017002400,"Downtown Jersey City, Jersey City, NJ",
36085024401,"Richmond County, NY",
36081077902,"Queens County, NY",
36047059300,"Kings County, NY",
36047057800,"Kings County, NY",
34013007700,"Ironbound District, Newark, NJ",
34003048200,"River Edge, NJ",
36047000501,"Kings County, NY",
36047150200,"Kings County, NY",
36005020200,"Bronx County, NY",
36047001100,"Kings County, NY",
36059408300,"East Meadow, NY",
36085022800,"Richmond County, NY",
34031124800,"Clifton, NJ",
36047039600,"Kings County, NY",
34003011400,"Elmwood Park, NJ",
36081090700,"Queens County, NY",
36081007700,"Queens County, NY",
36061010800,"Midtown, New York, NY",
36085027301,"Richmond County, NY",
34003045200,"Ridgefield, NJ",
36047025400,"Kings County, NY",
34013013800,"Nutley, NJ",
36061008000,"Midtown, New York, NY",
36081115100,"Queens County, NY",
34003046300,"Ridgefield Park, NJ",
34003036100,"South Hackensack, NJ",
36081058300,"Queens County, NY",
34017019400,"Hoboken, NJ",
34017014101,"North Bergen, NJ",
34013021801,"West Caldwell, NJ",
36061014900,"Lincoln Square, New York, NY",
36085017008,"Richmond County, NY",
36081136700,"Queens County, NY",
36047015300,"Kings County, NY",
36047027400,"Kings County, NY",
36047010000,"Kings County, NY",
36047010100,"Kings County, NY",
36061020300,"Upper Manhattan, New York, NY",
36081033900,"Queens County, NY",
36047061600,"Kings County, NY",
36081014100,"Queens County, NY",
36059413700,"Baldwin, NY",
36059982100,"Old Westbury, NY",
36047019800,"Kings County, NY",
36081005800,"Queens County, NY",
36047006600,"Kings County, NY",
36047027800,"Kings County, NY",
36059406001,"West Hempstead, NY",
36061011203,"Midtown, New York, NY",
36081028100,"Queens County, NY",
34031175601,"Passaic, NJ",
36061000900,"Lower Manhattan, New York, NY",
36047019000,"Kings County, NY",
36047039800,"Kings County, NY",
